rating,title,text,asin,user_id,timestamp
1.0,"Great Color, Awful Texture","This nailpolish is disappointing. There’s so much rough glitter that a smooth finish even with top coat is impossible. The color is amazing and exactly what I wanted, but the rough texture it produces is unbearable.",B07JQ3S68T,AHMZT2ML7HW2CSGEWM4WPCQPP53Q,2021-07-15 13:07:27.162
5.0,"Great product, works well with dry hair.",Used for my hair on my head. works well,B01DD1NOZU,AEOWMCAHYETURHVKEJRGHHZQEJHA,2022-06-28 20:12:35.125
5.0,Five Stars,"Great product, secure and provides holder for goves.  Keeps sharps protected from pediatric patients!",B0015TD2BY,AG7FBNWQYA6XANRNBCYYYKZDLQAQ,2015-05-04 04:22:52.000
5.0,Beautiful and fun!,"These are bigger than expected and so beautiful. My kids love these, they are great to begin a gardening projects with little ones!",B07V396PR2,AHXDXUBTVELPVART6EOBE7MJLVFQ,2019-10-10 15:28:13.417
5.0,I really enjoyed product. They are very small,"I really enjoyed product. They are very small, which make them comfortable and not very noticeable. They don't have anything on the inside to keep them from falling out but it is definitely worth the price. Especially because of how many different piercing there are.",B00H1M8R3C,AENSU4TYWGPAFY4UGKUJ5GY6TW5A,2016-01-10 14:05:16.000
2.0,Loose and slides,"Maybe I’m not using it properly but every time I go to put on my wig with this band, my wig slides or the band refuses to stay in position. Also the band feels rather loose and I have a big head so that says a lot right there.",B08GPXJ5MD,AF6EW4HGFE6TVBKHOLFT4XD2KTZA,2021-06-11 13:17:25.338
5.0,Awesome Face Paint,This face paint is awesome! I wore it on Halloween and it lasted for the 6 hours I had it on my face without cracking or drying out. It was still perfect right up until I washed it off. I highly recommend this face paint.,B00X60BR80,AFNWIRXZXQQWJ25RIRRCNNW52ATQ,2017-11-15 14:59:57.253
5.0,Nice for dry skin,Has a nice subtle glow and slight luminosity as well. I like that I stayed hydrated the 7 hours I had it on. I have mature skin and it's dry. The coverage is a bit less than medium with one application. Super easy and fast to apply. Looks very natural as well. I purchased the Honey and it's too light. I'm NC 30 during winter. I'll probably try the next shade when the Fall returns and it's very dry and cold again for 6 months!  Could easily be built up to a medium coverage where needed. I would not build it beyond medium personally as it might look artificial.,B07D13NN2Y,AGIHZSMT3DQQMZZ357JWQHPF42PQ,2019-05-15 12:29:08.958
5.0,Amazing every day lashes,I love these lashes! I wear them everyday and they add a huge touch to my eyes especially with makeup on 🥰 they’re light weight and they curl so much!!💛,B09NXBZM8Z,AEJTFFD2TVBRMV5RV3KGNLSKYLDQ,2022-01-11 18:59:17.292
5.0,skin so smooth,very good lather and does wonder for bug bites,B00BHQKTHU,AHB57SHFPR2LFKHTEJWSYJOGGRFQ,2017-06-22 17:11:11.785
1.0,Pads,Poor quality,B07TK2PSJF,AEP2BHXLETMSPAOXZHYQHKQA5W5Q,2021-10-21 02:25:34.868
1.0,FAKE HAIR,Hair is fake don’t even have a curl pattern. Straight tangles,B08HMFD2LL,AELTRLUJMIKRDHKRLLBHVLK3P5DA,2021-07-25 01:34:04.216
5.0,So far,It feels great up to until now. No complaints.,B01GOINCUQ,AHYVOFXJBLSSO6NJIDA5NUS6HNRQ,2019-03-16 03:30:07.597
1.0,Smears easily,I was hoping for a longer lasting and better quality. These do not like well. Colors don't show well. Smears immediatly.will not buy again or reccommend.,B081S5ZM4Z,AE3G73IB7ZJRPBHHQCMPMNMUNAMA,2021-03-21 07:27:20.348
3.0,It's great if you need to fit it somewhere tight and ...,"Lid is really loose so that it falls off by itself. It's great if you need to fit it somewhere tight and small where the lid doesn't have room to fall off, but other than that it's not really functional for its purpose of saving space",B01M1EQRFV,AH3NUCTV7567RTLJTRCADV7QSPFQ,2017-09-05 01:33:57.641
5.0,Five Stars,enjoying it was nice to get it as a promo for free for demoing it,B013HR1A92,AGLD5M4CES54CRJZJB3HTLTX7CFA,2015-10-09 01:59:36.000
4.0,Makeup Traincase,"The Makeup Traincase is perfect size for travel and holds a lot of makeup. Me being a makeup junkie, I have a lot of makeup and this bag holds all of it perfectly well. The adjustable partitions are perfect to customize the compartments according to your necessity. The slots on the top part are perfect to carry/store all my makeup brushes and the flap keeps all the brushes in place with help of the velcro. Overall, I really liked the makeup traincase. I removed 1 star as one partition came broken and one came bent.",B071JF6TN6,AEU7CNZGN6GJINHPXK5SWT632H2Q,2017-10-25 22:00:56.882
1.0,One Star,Scaaaaaam,B00O70NRK4,AHELLN7OJU32JUPPQKRJZ7DVGO5Q,2015-02-04 03:06:34.000
5.0,I love this scrub,"Karin Herzog scrub is gentle,yet effective. This is a fine grain scrub, so it does not feel harsh like the bigger grain scrubs. It leaves my face feeling smooth, invigorated, and polished. I highly recommend this along with her mask.",B000ULP3S8,AFOIKSMFSIXD2YOC6OHDRJ4JBEQQ,2014-05-10 22:43:12.000
5.0,Can size. Not too big or too small,Residue free. Convenient,B07C7N5753,AFI4QTDMLOFAPKAT56YRZ7LSW6HQ,2018-05-24 15:23:40.453
1.0,Disappointed with the product.,"Made my hair frizzy.  The description was  that it would not make my hair more frizzy than it already was.<br />And, the appliance was very heavy to hold.  This made it more difficult to use.",B0891RG1KC,AFZRQ53LOPFUOBCDUGJJKF5EX6LA,2021-01-30 05:08:53.070
5.0,Cute,"I like the quality! Not only did I receive a decent amount, but they were also sturdy!",B07T8L1SX2,AGBDQEI7G7VA72C2NBWRA7G3XXPQ,2019-08-16 01:55:35.578
5.0,For a healthier you,"Love it, my hair falls much less now.",B006YUIWKA,AFSPV4MOJORY5UTT7SPI2GUCI7OQ,2015-07-07 17:26:26.000
1.0,Cute designs,The glue didn’t seem to stick to my little girls nails however it seem to stick all over my carpet in my house. I’m still finding random nails around. Cute designs though.,B0872DFZXT,AEI4GTMGFUQC6HBHO2HPI52UIPBA,2020-08-01 20:25:35.963
5.0,Great Value,Fit well and good quality for the price.,B07RQYT93N,AGMYM5G2IT4VEDCVVB7DARMHD3KQ,2020-02-10 03:49:10.540
5.0,Nice texture,"This has a nice texture and it seems to make my skin shine. I think it gives me a new youthful radiance, so thanks.",B07FFG6TGS,AGFLWDBZUB62P7XQWYVNNZLRCFPQ,2019-11-15 05:23:04.923
1.0,Don't waste your money,"Doesn't work kids... I had to do a follicle test after receiving an offer from a Fortune 100 company. I did the Jerry G method. I even bleached/dyed my hair three times and used Ultra Clean. I have little body hair, so all of the hair was taken from my head. Don't waste your money, just take a moment and cry a little because you are screwed. I am a daily smoker if you were curious!",B00M36VVB6,AFJJDDSV4CZ7YIE254OTOFOVONAQ,2015-05-07 15:34:03.000
5.0,It was worth the money,I purchase this hair for my lil sisters and they are happy with the hair,B07GCLCRXX,AE3XDGO3LQZY73TZ4HDTFUNKNA6A,2020-03-12 13:39:23.463
2.0,Not great quality,Fell apart after a few uses. Disappointing because it seemed so promising.,B07KDNK11M,AHU5PHQ7VGH7BENRALU7CK3K3UCA,2019-12-20 23:05:55.531
1.0,doesn't work,only worked for one week,B077D14SQZ,AGWJ5S7QWSMDEMOTPLSK6QUP6I5A,2021-05-24 20:16:32.086
5.0,And how much the animals love it💥,I bought this item for my shedding Oriental/Siamese mix beautiful big cat with lots of silky-smooth fur❤. Twice a year we go through her undercoat change and this brush set has become our go-to equipment for a fast and clean job~~which neither one of us really consider it. More like a physical therapy treatment for both of us!I enjoy giving it and she enjoys getting it. Try it~~you'll fall in love with it as I have hopefully. It's a good value for your money💰and very easy to use and clean. Hope this helps.,B08CSSWYBZ,AHR6CV5GAT3QOMBGO4MDL5CWHWZQ,2021-06-07 18:15:12.572
2.0,Can burn the skin,Painful to use.,B08P2DZB4X,AF7LY7JHVOOTMPIDQCY3FS5IHL4A,2021-11-09 01:48:36.868
5.0,That this longtime body mist is still available.,Ordered for senior in her 90s that loves this clean fresh scent of Morning Glory.,B09GPXWL4B,AH6TXFPSK2EWDWONFJ5Z2CFDZTOQ,2022-01-07 05:50:48.322
5.0,Meow tastic,"Super comfortable, loved by all in my family.",B0778G25S7,AFHCO3GPIJOLWJVHGTURAA5DZT6Q,2022-07-17 00:14:46.039
3.0,Break easily. Already broke 2 in first week.,"I like the way these look and they felt good in my hair and weren't painful taking out. But they are very thin and 2 broke the first week I had them. One of them broke just as I was stretching it to put in my hair. I wouldn't recommend unless your hair is very, very thin and lightweight.",B015QZDY5G,AE4QPANJSKC76WYVUOR4T23UBR3A,2018-08-15 11:18:16.540
5.0,Super cute!,Super cute and goes with so many outfits! Wish there were more colors to purchase! I love these kinds of scrunches so much and they were such great quality!! Would 10/10 recommend. I got so many compliments wearing them at work.,B07X8FGQNP,AGBGYTSLEF2N3YPFKJIO6AGJIDYQ,2021-04-12 05:21:47.541
5.0,Worth it,I'm glad I bought these. So colorful and so many options. A lot of bands I'll have them for a few years. They are more stretchy then I'm use to. But they hold and don't snap as easily. The bags aren't as filled up as the picture shows. But you still get a lot.,B0863RMX68,AEXZ2FCGQ45LGNE5KOB7N7SJW6NQ,2020-05-30 17:13:46.712
1.0,Gets stuck,Got really stuck in my teeth. Never has this experience with other ones,B07BTL585D,AGBHG3VK5PLZHQMSEKDMAKP3WVFA,2019-03-06 06:45:50.116
5.0,Would recommend,Works great no problems but packaging eludes to a larger container,B017L00K60,AGFK5IX7SQXQA6LKCNLETOF2OKGA,2020-06-24 05:48:24.356
3.0,Don’t be fooled by the thick bundles,"The hair is very soft. But BEWARE the hair is thin once you finally unravel it. It really appeared thick when I first pulled it out for the package, but i washed it and I used all 3 bundles and my hair is very thin with a lot of split hairs.",B07W47BL2L,AE5TRRWXSMGXW25BSU7FKME5KLCQ,2020-11-24 06:47:45.292
5.0,Very good quality eye lashes,"My wife really loves it! It's easy to use the first time she put it on, now she said she doesn't need to pay a lot for those eye lashes extension in the salon and time consuming procedure.",B085T35K5K,AGUTQZOSKA4QCXJR3726MDP2DEBQ,2020-09-16 05:28:39.462
5.0,Great product,Great highlighter! My face looks like I have a healthy glow. Very natural looking.,B06XRXT4JC,AHIHSNDCSTO7MC5RKITR4RWXU6RQ,2021-06-20 08:17:26.657
3.0,Smudges,I like the color and they don't cause an allergic reaction but they smudge easily and don't hold up to a day of wear. I'm disappointed because I wanted something hypoallerginic and long lasting. Guess I'll keep searching.,B07ZTX9HTZ,AE4ODJSUDCH6JOKMMNZ2QWXGH4NQ,2021-10-05 02:03:45.847
5.0,Pwrfect,Love these use them everyday,B07G19ZXWB,AGFIMHW7WIW7JYXTBJLK2IGOZHRQ,2019-09-16 14:37:40.328
5.0,Excellent Product!,Great! They work very well. Arrived on time. Excellent product!,B07WWXPJXC,AFZGK2TKZ6C2WGDY4XXJOWV7DNZQ,2020-05-15 21:34:41.412
5.0,Expectations:EXCEEDED!,"These tweezers met and EXCEEDED my expectations! They not only come in the three most needed sizes and shapes, but, were packaged superbly for the shipping I didn't have to pay for! This deal cannot be beat!",B010SZWNP6,AGN2LQYPNDY66GB5YGDDUFGLTNMA,2015-11-07 13:50:19.000
3.0,kinda works,if your hair has layers you will still need to use pins to give yourself a clean look. otherwise it is perfect for a quick messy bun.,B014SRAOVK,AHMKONCXUUINU23CBIE4YZO3TQCA,2016-08-09 23:16:41.000
4.0,Cheap but work well,"These break and warp out of allignememt somewhat easily, but when they're working, they work great and hold well. They're really cheap for a big bag, so I'm fine with the number that have broken so far.",B000X20Y4C,AFOLKWYEY3LN4NT3I4X2TB74L4CQ,2017-08-25 18:38:20.972
5.0,"Beautiful box, awesome candle","The box / package is very nice and very giftable, it wows me. The card in it is very reusable unless you write somebody’s name. The  candle in it is by far my favorite candle because it makes the washroom smell so good. The soap and bathbomed are okay to use, the cream is too strong for my sensitive skin. I recommend the candle is so worth it.",B093JD6R98,AEGHFEHDKRBBJKOC4VDKBBSGVHDA,2021-11-19 19:55:04.531
5.0,"Clear, acrylic organizer offers customization","This clear, acrylic organizer offers customization & for me was a great buy!  I love it.  It was packaged well for shipping, arrived fast & I am very happy with the product!",B015IHU77U,AGJWZCBO3J5D4Z7WMBUADGHKEZTQ,2017-08-13 20:06:11.720
4.0,Just as ordered. the vials are a tight fit ...,Just as ordered.  the vials are a tight fit in the case but this makes them all the more secure in my opinion.,B01N6DUBF0,AG2WMGIFJWSRFLMZ6TLPFPWNBRUQ,2017-05-25 13:09:00.000
3.0,Yes they are soft but maybe to soft,"I will give it to them it is very very soft but I don't think they're packed as densely as they should be,  to be efficient , especially the face brushes I mean they are baby soft smooth on your skin but it's almost too soft because there's not enough bristles there.  I think if they were packed more densely these could be phenomenal brushes, I would even pay double the price even triple the price of these were packed correctly whatever they're using is beautiful but they're not using enough of them. Im sadden by this cuz these could be a holy grail for a lot of people looking for good brushes at a better price point",B093K5K6SR,AEJVJLFL6Y6JMIETDDA62EWQ3CUQ,2021-09-13 20:24:29.965
5.0,Husband is happy with it.,Got it for my husband. He was skeptical about using it. But he changed his mind and says he loves it and its been cutting close to his face. It gets the stubble good and he likes that. Battery life expectancy is pretty good depending on how often you wanna use it.,B08YH3H4ZY,AEQSKQFJR3J6RAZD6CFLDHZTQCWA,2021-04-30 18:23:33.909
5.0,Affordable and Good,"I have this UV lamp for a while now maybe over a year, I've used it many time and even dropped it a couple times and it still going strong. The price is amazing and the durability is good too.",B08BJV6QV2,AHZJPVUKVWZVDT4M5OUHDZY6DR3Q,2022-04-26 16:03:02.522
5.0,"Nice scent, natural ingredients",Love the scent and size of this bar of soap. Love that it’s natural and made with healthy ingredients. Helped my eczema and dry skin. Wish it lasted longer!,B08N6YHQXT,AHJG74C3UH62VRO3JB265A4T3OMA,2021-03-22 01:39:39.851
5.0,I love it,"I love this comb. Carbon combs don't bend and break like ordinary plastic combs which means you can actually carefully comb knots out rather than tearing out chunks of hair. It's long, has fine teeth at one end and more widely-spaced teeth at the other, and it's red, which is awesome and means you can easily find it in a handbag or dark bedroom/bathroom.",B003HES7QA,AFMDWAPRV4H5P6R3MAZLWJBHGLIA,2015-05-20 14:44:42.000
4.0,A little hard to hook,The clips were awkward to use,B09DYKDSRS,AGWCAFXADWO3RGVUEF6JF3SV5APQ,2021-12-30 18:25:46.374
4.0,Cute,We have had these in our shower for about a month. Most are still in place. A couple have floated away. Buying a couple more packages to fill in.,B00NC550DW,AFMTFHF3DDZPUQ5SKUYZNGOJHD4A,2016-10-16 18:10:59.000
5.0,Great product,I have fine medium curly hair and after trying many products I will only ever use this one. It leaves curls soft and curly with definition but not hard and crunchy.,B003JCIR1K,AETBCKEMNDSGO4XJTPKXBD2IM5VQ,2014-03-22 06:45:40.000
5.0,This is a great product!,"OMG, this is an excellent product.  We love our new replacements!! Great, great price!!",B07RQYT93N,AFKHFYEOIFXYIARPVETZQF7PHBNQ,2020-04-29 22:15:35.826
5.0,Eye Replacement Head Fits Glo Pro Perfectly & Makes It Easier To Use Glo Pro In Eye Area,"I’m using the Glo Pro eye attachment head with my Glo Pro that I bought from a department store that included only the face attachment head. The eye head is slimmer and less than half the width with just four rows of needles. The eye head is an authentic and high quality attachment that snaps on easily and fits Glo Pro perfectly. I definitely prefer using this slimmer eye head for the delicate area around my eyes and between my brows and even my forehead (which is small). The smaller head gives me better control and greater ease of using Glo Pro in small areas.<br /><br />I wasn’t sure of the boundaries around my eye area, so I emailed Glo Pro and was informed the eye head can be used right up to the bottom lashes (but not on the eye lids).  Still, this device is new to me so for now I don’t go much beyond the orbital bone- where I apply my night time eye cream.  The Glo Pro needles are short and feel just a little prickly and give me a slight burning sensation. But it’s not uncomfortable or painful and hasn’t caused any excessive redness or irritation. I definitely recommend the smaller eye attachment head for Glo Pro users and rate it 5 stars.<br /><br />I wasn’t provided a Glo Pro device and this review is only of the eye attachment head.  Still, I’m sure people wonder if Glo Pro works. I’ve used a Glo Pro about a month, twice a week, and don’t feel I’ve used it long enough to know.  I’m in my 50’s and my skin does happen to look good lately.  I don’t see dramatic changes, but my skin seems firmer and my fine lines around my eyes and elsewhere seem less noticeable. But I feel I need to use Glo Pro longer to decide if it’s the device, my skin care products or both that are providing a benefit. I do like Glo Pro enough to keep using it.",B06XD3SXQ8,AE3PLZHW6NXWBMZ76TDVFQG2MJFA,2018-10-18 15:57:27.619
1.0,Beware,My product was not sealed and either used or something.. attached are pictures. Would like a refund please.,B0798S8C41,AGYB7GG2WJPTJFCUNDUR6ULTAVPQ,2018-03-27 23:51:07.959
4.0,Lo había usado en una ocasión y me pareció. Bueno lo uso para mesoterapia facial,Lo uso para mesoterapia facial es el mejor para mi,B08YFGPZVD,AHL6ZKFEQFZ7N6DHNBRD4OAXREPQ,2022-03-11 01:42:31.260
3.0,Three Stars,A lil week from the black part but good deal,B01EV139L0,AHVIEERU65YA7MPQFXXHF4WG4BYA,2017-02-07 04:57:32.000
4.0,Best size and design,"It is an excellent size kit.  It is also a good design with the side pockets for small items like a nail file, a few band aids, etc.<br />I have not had it long enough to comment on its durability, but it appears well made.",B07KGJJYL3,AEE6OXGVQNMI62B3I7DY2PL32MLA,2019-10-20 15:11:54.708
1.0,Disappointed,They didn't look half as nice as the picture.  Very disappointed.,B09MQ35CTJ,AETECSG7VY6A2APUJQZ5IY6FYKGQ,2022-08-11 22:42:51.442
3.0,they're okay,"I prefer my regular wide bristle brush, but the brush is nice to use at work (it hides well in my desk drawer) and the comb does fit well in my pocket if I'm out and about; however, I think I could easily have lived without this purchase.",B01MTFYD22,AFFXEXQR6GVFJAFUNJJM4MUC4VOQ,2017-04-06 00:50:51.000
3.0,Not bad for the price,Wasnt bad for the price. But the liquid eyeliner was a little dry.,B08CH77K86,AFJLOWP23TP6UDFG377IWSJM4JWA,2020-09-29 16:41:29.906
4.0,Powder container,I like it but not sure what to do with the extra metal top for the powder!,B09H4RF864,AHEMR5RP26W4RW4HG7D2WFZQL4DQ,2023-03-06 19:22:33.312
4.0,Pretty hippie head band,"The feathers in this head band are absolutely perfect. I like that it can be adjusted to fit any size head.<br /><br />I was a little disappointed that the dreamcatcher part is made out macrame, it would have been much nicer to have an actual dreamcatcher.",B08532CNY7,AEVFWS7JFEKHYDZKH4SI5YDSNGJQ,2020-06-13 04:35:18.813
5.0,Fast shipping and good quality,Very soft and of good quality,B016OCMIR0,AHQDZDUASOSGSKA5H5Q56BACKX3A,2018-10-27 15:00:30.671
2.0,SMALL scrunchies,These scrunchies are cheaply made and small. The elastic barely stretches in order to wrap the hair twice.  These were definitely made cheap and quality is poor.  The review are misleading and this should not be an Amazon's Choice product.  Who needs 60 scrunchies that don't even work?  Returning them.,B08229K7VC,AF5ZNSVK4OFHTYAQJOUXSFIWY2VA,2020-05-03 16:32:31.735
5.0,A Must!,Love the product! Makes my hair feel healthy and shiny.,B07HKNYDKD,AGTLNWVLAGC7GZFIVZ3AEELJKWUQ,2019-04-25 23:56:09.401
5.0,Five Stars,Good soap.,B00AKKC7KG,AHZI3HUSYM6EODIBPFVDA7QZWONA,2016-02-05 15:47:12.000
1.0,Terrible! Does not absorb oil like USA version.,"Japanese packaging. Not the same as the sheets you buy in store as others have noted.<br />They do not absorb oil well at all. When I use them, I feel like the sheets slip & slide on my face. When I use the USA version, the sheet will actually absorb and stay in place. The price of 3 for $11 should have been a red flag, as the Clean & Clear sheets are $6.99 each at my local store.",B01GPS1OS2,AHNANZOBRXTKSUTY3AN3ZX2EAMDA,2020-09-12 19:47:45.444
5.0,I am very happy that I found this product,I was very surprised when I receive this product to find that it didn't have that strong offensive smell that you get with polish remover. Because it didn't have that distinct smell of acetone that I expected my first thought was that it would not work. I soon found that I was wrong. I am very happy that I found this product. I have been looking for something that is more gentle on my skin and I love that this product is all natural. It works well with removing polish but it does take longer than an acetone-based polish. I receive this polish remover as a promotion. If you're looking for a natural polish remover that is gentle on your skin and does not have an offensive smell this is the product for you.,B01AYTGWA8,AF2Y6RGLF6BS3QPSWLTYZZGBTNQQ,2016-04-18 05:35:29.000
1.0,Quality has gone way down,"Update: It has been shedding a lot, I've never had shedding like this before. Just put it on this morning and when I lightly rand my fingers down through it, with 0 resistance, a handful of hair came out.<br /><br />I was so in love with this wig, I've bought it about 4 times and it usually lasts 3-4 months before it's completey dried out and not taking any softener. This latest purchase, I just starting wearing it 4 days ago and I'm unimpressed. I don't know if I received a bad one or if the quality has gone way down but this one doesn't have any baby hairs like the other 3 so the hairline looks painfully wiggy. It's also tangling and drying out already, meaning the fibers are lower quality. It's too bad, I was banking on this one lasting 3-4 months like the others but I would be surprised if it makes it a full month. I'm going to have to find a different wig to switch to.",B07D6V9J9D,AFZKIJGFZHGOGICHHOLG2PK65WJQ,2020-03-23 22:54:33.857
1.0,One Star,Very flimsy and not as big as I anticipated.,B01N0D77II,AGM26QW727DNEWSHDBOKDKUPPCJQ,2017-05-16 16:39:22.000
5.0,THE BEST styling product on the market.,"My FAVORITE hair styling product in all the world.  It is challenging to find this product as it is usually sold out or there is a mfg shortage.  The product will add Curl or Body where you want it or Control where you need it.  Never any flaking or heavy build up.  Even keeps curls just where you want them or straight hair smooth.  Foxy Curls is the one and only for ANY type hair texture, cut  or style. A bottle last forever as it only takes a small amount to achieve the look you want.  I tend to want to purchase several bottles when I find them because I can't imagine life without Foxy Curls Spray.  Hands down, THE BEST styling product on the market.",B009ERDWA0,AFHY4VJCBIG2GUQY7NLU2UOFWDGQ,2018-08-23 12:31:49.822
5.0,My fine hair loves it,It feels elegant in the hand and in the hair.  Not &#34;soapy&#34; but clean and silky.  My fine hair loves it.,B012Q9NGE4,AEFTECU45ELZSIELYMI6ZCO6KEQQ,2018-04-21 00:58:43.950
5.0,Amazing product,"This shaving cream is the best I have ever used, leaves my legs smooth and moisturized!  This company  sent out product very quick, was wrong item at first but corrected the mistake and sent out correct item within a week.  Would definitely order again!",B0019QE22G,AH2IUVV5FUOPEHXSVMZMONNFGHOQ,2011-11-26 06:22:10.000
4.0,Four Stars,i like it and it does what i need it to do,B0150VWF5G,AHJOV3GSKXZTKDFJTPB5BFCXYE6Q,2018-03-09 09:41:11.999
2.0,buttons too small,the buttons are too small and my straps on my mask pop off.  Not what one wants when you are treating possibly +covid patients,B088838886,AHAHQK6XCJ5VSIHXQCE7AQ4WJHIQ,2020-11-01 12:42:50.199
3.0,The product itself is great. It highlights out of this world,"This product would have gotten 5 stars, but I received it damaged. The product itself is great. It highlights out of this world.",B07218BYCC,AGFZRDEW2RMNXNGMVUB74XHS6OXQ,2017-09-13 21:09:07.018
5.0,This hair is Amazing,"I highly recommend this hair. It  is soft, light weight, and just beautiful. I have no shedding. My hair stylist did the install and I’m so pleased with this hair. The color was perfect for me. I love curls so I use the flex rods and voila I have curls. I can’t say enough about his hair. You will not regret this purchase Especially at the price point you can’t go wrong.",B083XKG21B,AGRBYCGQHNS4253ML7OHBOORV3HA,2021-11-15 04:41:07.441
5.0,Love this!,Makes my hair super soft!,B07BYBT8PF,AHIYSIGMBADMZYFQ5UTDFGCGFMYQ,2019-07-29 06:22:05.997
5.0,Smells great! Can get cheaper at a TJMaxx,Bought from TJMaxx FOR $12.99 this fragrance is WONDERFUL,B07PWQZ3SN,AEUOW2E2XPESRDFVRA22XM2AOJSQ,2019-06-07 16:42:53.586
5.0,Bright purple not ombre,I though this was an ombre color. But it is bright purple. I want my hair to look like the image shown these extensions are not that color. But they hold curl nicely.,B07MVF46QW,AGWIG5R3WFJHYTOIFC46QBP35J5A,2020-10-01 03:55:13.530
1.0,mesh bag,"It was just storage bag. Not a wash cloth,would not recomend for a wash cloth, not whati needed.just storage bag",B008J1H6TK,AGZSNWNGTEC4JXSB3I2M3UHJTCZQ,2014-01-02 14:10:41.000
1.0,Not executed well.,"Sadly I am disappointed with these headbands. They look pretty nice, but the material is not very stretchy. The worst part is the placement of the buttons it makes it so your mask is at your eyes very uncomfortable. I have bought 2 other bundles of headbands and they are great the idea is so perfect! But these ones just were not executed well.",B089RKPFQM,AGTNGXV5EHVRUVEOFF63NL4QGIKQ,2020-12-18 09:45:55.616
2.0,Nope. Didn't work for me.,I wanted this to really work but I saw no improvement at all,B011JG1K3E,AH6B6XOWE5DTJ7TUWXGBGPS3CPPQ,2016-02-29 10:03:43.000
1.0,Don't like it,It doesn't wrap good at all,B00MRHBA30,AH3TRT67OKHBW2V7Q5JH2LQWXVRQ,2018-12-20 06:50:40.026
5.0,Feel the burn and smell like gum.,This product is the most potent on the market. You will smell like a package of wintergreen gum and so will your clothes and bed and anywhere you go. But that one hour of fire ant burning sensation takes your mind off the back pain and you can go for a short walk or try to put on your socks or shower before you remember the cramps and spasms and numbness. I love this product. Those 30-60 minutes of burning is the relief you need. Definitely need to shake up the tube and squeeze from the end. The metal squirt tube is quality. Great product.,B01IAHZLMG,AGU7SOKBAB4H3ZVV2VHEHE7RWQOA,2019-11-23 19:39:40.882
5.0,Awesome,I love all burts bees chapsticks and never had this one before now and it smells sooo good!,B0849PQ6R8,AHSYOBPY3XES4UCXRQGU3EPPE6TQ,2020-07-04 00:11:51.410
5.0,Nice display,Works as advertised.  Civil War buttons are displayed beautifully.,B005FMW434,AH3KHO2GUYAMHUWSG4AC5XWQA3CQ,2014-11-18 17:05:55.000
5.0,Best lash kit,Absolutely love these lashes! Definitely worth the money. Makes putting lashes on faster and easier than ever. They look so natural I love them,B088DZKKSF,AFRKR6NEY2G7LENYDDBJL6POPWJQ,2020-09-18 20:38:20.634
5.0,Five Stars,This actually works.,B00KXBUHXG,AE645X4NPTRSH5HKSSGZDA3SNNLQ,2016-10-04 18:26:43.000
5.0,Five Stars,Exactly what I was looking for!,B0147YGE0E,AEOTCGSJIMYB5ZKO7LIMLVVDIWQA,2017-01-22 23:31:46.000
1.0,One Star,"Got silver, ordetef brown.",B01FYSAK8E,AGWCQNGZ34UIHY2GAXXT36PQ7U2Q,2017-10-05 21:18:52.813
5.0,Great product!,A little bit goes a long way. It has a strong hold and doesn't look too noticeable either.,B087CYZZKS,AFOLR7XIAMPTB7UWD5T3UY4EL2UA,2021-05-13 22:51:46.679
1.0,Bad reaction,I stopped using this right away it made me break out horribly. Not sure why but I wouldn't try it again.,B01MF7PQ97,AGQ6I7CSDIK6RR26OOHHVRCVALLA,2017-05-06 07:56:55.000
5.0,Awesome deal!,These qere so cute. Such a good deal when I bought them. Everyone loved them!,B07FSJZLH9,AF5BWLQAHQEKVXKIVHJ6QEOIJ7UQ,2022-01-22 18:26:45.233
5.0,Super easy application,"I purchased these after leaving my entire pack of Zinka at a campsite. These are cheaper and come with more in a pack. My kids love to put this on over a regular application of sunscreen to the face. It helps with the trouble areas (nose and cheeks) during long summer days at the beach. The colors are bright, bold and the application is so much easier than squeezing zinc from a tube and rubbing it on their faces. They like to draw their own creations on their faces, too, which is always funny. So far no burning on their faces and no breaking of the product.",B00IFMA3PW,AHXEPA7WWCSNYX2FEMCQAXRXXPWQ,2020-08-13 15:23:31.542
2.0,Two Stars,"very hard to apply , no long lasting too much work",B07CNTC5Q2,AHH5WKEB5GV2VX4W7IN6SJUQNIRQ,2018-07-08 22:32:19.485
1.0,One Star,STINKS! The smell is overwhelming and you can't return it,B00Y9ZRMXK,AFLEPIMAM7IIDBINYS6MRRQD4MFQ,2018-02-10 23:11:22.979
5.0,Five Stars,Excellent! Feels very nice. As expected.,B00XTW44GM,AEHGQNC5QNGLGVEB7NOVUZUFCS6Q,2017-02-01 17:21:17.000
5.0,Like it.,Looks and feels as described.,B07R6PK28Y,AGTA5RVZ6CD5TZO3HZL7NDCGVAGQ,2019-06-10 03:55:49.683
3.0,It’s decent :),The product is decent for non picky makeup users. It’s not long lasting or matte. It’s just a regular drug store quality makeup. The darker colors definitely look nice once applied and the lightest color barely shows any payoff. Out of 12 I like 11 of them. Worth it for beginners on makeup :),B07PQSLYX5,AHKSGCVP2YLUVNYDYQEYYXHMGNIQ,2019-12-15 16:58:48.868
4.0,Beautiful wig but sheds a lot,[[VIDEOID:49884b49c442000785a8799646898272]],B09H213NJC,AFIBLUXHVY45ZSHDPFUKA3FM3YPA,2022-03-09 01:37:48.395
